epochs , trainloss , Train-acc,val_acc , test_acc 
0,0.12387155741453171,93.75,97.6
1,0.20404267311096191,90.625,98.4
2,0.09545782953500748,96.875,98.2
3,0.08832446485757828,96.875,98.6
4,0.12924404442310333,93.75,98.8
5,0.20506398379802704,90.625,97.8
6,0.23738938570022583,90.625,98.2
7,0.09991799294948578,96.875,98.2
8,0.10969340801239014,96.875,98.4
9,0.22225996851921082,90.625,98.2
10,0.133255735039711,96.875,98.6
11,0.09570102393627167,93.75,97.4
12,0.14137980341911316,90.625,98.2
13,0.12189784646034241,93.75,98.2
14,0.10899603366851807,96.875,98.0
15,0.09418019652366638,96.875,98.2
16,0.135837584733963,93.75,98.4
17,0.10181210935115814,96.875,98.2
18,0.12257461994886398,93.75,99.0
19,0.21595892310142517,90.625,99.0
20,0.03961450606584549,96.875,97.4
21,0.06227141618728638,100.0,98.0
22,0.11219093203544617,90.625,98.6
23,0.057493530213832855,100.0,98.8
24,0.023786911740899086,100.0,97.6
25,0.02911573089659214,100.0,98.4
26,0.6233689188957214,81.25,98.0
27,0.12161476165056229,96.875,97.4
28,0.09465139359235764,93.75,98.4
29,0.09405533224344254,96.875,98.8
